venue,venue_key,status,query,place,admin1,country_code,country,latitude,longitude,timezone,countries_voted,source,note
"Kingsmead, Durban",kingsmead durban,mapped,Durban,Durban,KwaZulu-Natal,ZA,South Africa,-29.8579,31.0292,Africa/Johannesburg,ZA IN AU PK BD LK GB KE NZ CA,open-meteo-geocoding,
"Kingston Twin Ovals, Hobart",kingston twin ovals hobart,mapped,Hobart,Hobart,Tasmania,AU,Australia,-42.8794,147.3294,Australia/Hobart,AU,open-meteo-geocoding,
Kinrara Academy Oval,kinrara academy oval,mapped,Kuala Lumpur,Kuala Lumpur,Kuala Lumpur,MY,Malaysia,3.1412,101.6865,Asia/Kuala_Lumpur,MY PK AU VU IN NP SG DK TH GB HK UG BD JM TT BB GY LC VC AG GD KN DM US AE MV QA CA TZ GG LK KY NG JE OM,open-meteo-geocoding,
"Kinrara Academy Oval, Kuala Lumpur",kinrara academy oval kuala lumpur,mapped,Kuala Lumpur,Kuala Lumpur,Kuala Lumpur,MY,Malaysia,3.1412,101.6865,Asia/Kuala_Lumpur,MY BD LK GB KE AE NP SG BH KW HK OM BT QA,open-meteo-geocoding,
Kinrara Oval,kinrara oval,mapped,Kuala Lumpur,Kuala Lumpur,Kuala Lumpur,MY,Malaysia,3.1412,101.6865,Asia/Kuala_Lumpur,DK VU MY BM,open-meteo-geocoding,
"Knight Riders Cricket Ground, Pomona",knight riders cricket ground pomona,mapped,Pomona,Pomona,California,US,United States,34.0553,-117.7523,America/Los_Angeles,US,open-meteo-geocoding,
Koge Cricket Club,koge cricket club,mapped,Køge,Køge,Zealand,DK,Denmark,55.4580,12.1821,Europe/Copenhagen,DK NO GI RS EE BE RO TR AT LU SE HU,open-meteo-geocoding,"hand-curated: the ground's city, country pinned"
Koge Cricket Club 2,koge cricket club 2,mapped,Køge,Køge,Zealand,DK,Denmark,55.4580,12.1821,Europe/Copenhagen,LU AT NO,open-meteo-geocoding,"hand-curated: the ground's city, country pinned"
"Kolej Tuanku Jaafar Cricket Oval, Mantin",kolej tuanku jaafar cricket oval mantin,mapped,Mantin,Māṅtin,Koshi,NP,Nepal,26.9655,87.2579,Asia/Kathmandu,QA NP HK BT,open-meteo-geocoding,
"Korogi Sports Park, Nisshin",korogi sports park nisshin,mapped,Nisshin,Ilsin,Jeollanam-do,KR,South Korea,34.5822,126.5092,Asia/Seoul,VU FJ KR CK JP PG,open-meteo-geocoding,
"Kotambi Stadium, Vadodara",kotambi stadium vadodara,mapped,Vadodara,Vadodara,Gujarat,IN,India,22.2994,73.2081,Asia/Kolkata,IN JM TT BB GY LC VC AG GD KN DM NZ,open-meteo-geocoding,
Kowloon Cricket Club,kowloon cricket club,mapped,Kowloon,Kowloon,,HK,,22.3167,114.1833,Asia/Hong_Kong,TZ IT BH HK SG UG,open-meteo-geocoding,
Kwekwe Sports Club,kwekwe sports club,mapped,Kwekwe,Kwekwe,Midlands Province,ZW,Zimbabwe,-18.9281,29.8149,Africa/Harare,NL HK NP,open-meteo-geocoding,country not among the archive's votes
"Kyambogo Cricket Ground, Kampala",kyambogo cricket ground kampala,mapped,Kampala,Kampala,Central Region,UG,Uganda,0.3163,32.5822,Africa/Kampala,UG IT BM KE HK JE,open-meteo-geocoding,
Kyambogo Cricket Oval,kyambogo cricket oval,mapped,Kampala,Kampala,Central Region,UG,Uganda,0.3163,32.5822,Africa/Kampala,GH UG NA SG OM CA US KE NG BW,open-meteo-geocoding,
LC de Villiers Oval,lc de villiers oval,mapped,Pretoria,Pretoria,Gauteng,ZA,South Africa,-25.7449,28.1878,Africa/Johannesburg,ZA PK,open-meteo-geocoding,
La Manga Club Bottom Ground,la manga club bottom ground,mapped,Murcia,Murcia,Murcia,ES,Spain,37.9870,-1.1300,Europe/Madrid,ES IM PT GI GB DE FR IE NL,open-meteo-geocoding,
La Manga Club Top Ground,la manga club top ground,mapped,Murcia,Murcia,Murcia,ES,Spain,37.9870,-1.1300,Europe/Madrid,GB ES NL HR IE DE JE FR,open-meteo-geocoding,
Lahore City Cricket Association Ground,lahore city cricket association ground,mapped,Lahore,Lahore,Punjab,PK,Pakistan,31.5580,74.3507,Asia/Karachi,GB BD TH JM TT BB GY LC VC AG GD KN DM PK IE,open-meteo-geocoding,
"Lal Bahadur Shastri Stadium, Hyderabad, Deccan",lal bahadur shastri stadium hyderabad deccan,mapped,Hyderabad,Hyderabad,Telangana,IN,India,17.3840,78.4564,Asia/Kolkata,IN NZ,open-meteo-geocoding,
Lalabhai Contractor Stadium,lalabhai contractor stadium,mapped,Surat,Surat,Gujarat,IN,India,21.1959,72.8302,Asia/Kolkata,IN ZA,open-meteo-geocoding,
Lalbhai Contractor Stadium,lalbhai contractor stadium,mapped,Surat,Surat,Gujarat,IN,India,21.1959,72.8302,Asia/Kolkata,IN,open-meteo-geocoding,"hand-curated: the ground's city, country pinned"
Las Caballerizas,las caballerizas,mapped,Mexico City,Mexico City,Mexico City,MX,Mexico,19.4285,-99.1277,America/Mexico_City,CR MX,open-meteo-geocoding,
"Latrobe Recreation Ground, Latrobe",latrobe recreation ground latrobe,mapped,Latrobe,Latrobe,Tasmania,AU,Australia,-41.2464,146.4246,Australia/Hobart,AU,open-meteo-geocoding,
Lavington Sports Oval,lavington sports oval,mapped,Albury,Albury,New South Wales,AU,Australia,-36.0748,146.9240,Australia/Sydney,AU,open-meteo-geocoding,
"Lavington Sports Oval, Albury",lavington sports oval albury,mapped,Albury,Albury,New South Wales,AU,Australia,-36.0748,146.9240,Australia/Sydney,AU,open-meteo-geocoding,
Lilac Hill Park,lilac hill park,mapped,Perth,Perth,Western Australia,AU,Australia,-31.9522,115.8614,Australia/Perth,AU,open-meteo-geocoding,
"Lilac Hill Park, Perth",lilac hill park perth,mapped,Perth,Perth,Western Australia,AU,Australia,-31.9522,115.8614,Australia/Perth,AU,open-meteo-geocoding,
"Lindum Sports Club Ground, Lincoln",lindum sports club ground lincoln,mapped,Lincoln,Lincoln,England,GB,United Kingdom,53.2268,-0.5379,Europe/London,GB,open-meteo-geocoding,
"Lisburn Cricket Club, Wallace Park, Lisburn",lisburn cricket club wallace park lisburn,mapped,Lisburn,Lisburn,Northern Ireland,GB,United Kingdom,54.5234,-6.0353,Europe/London,IE GB,open-meteo-geocoding,
Lisicji Jarak Cricket Ground,lisicji jarak cricket ground,mapped,Belgrade,Belgrade,Central Serbia,RS,Serbia,44.8040,20.4651,Europe/Belgrade,RS BG CY SI,open-meteo-geocoding,
Lochlands,lochlands,mapped,Arbroath,Arbroath,Scotland,GB,United Kingdom,56.5632,-2.5874,Europe/London,GB US NA PG NL BD,open-meteo-geocoding,
Lord's,lord s,mapped,London,London,England,GB,United Kingdom,51.5085,-0.1257,Europe/London,GB AU PK IN LK JM TT BB GY LC VC AG GD KN DM NZ ZA IE NL BD NP,open-meteo-geocoding,
"Lord's, London",lord s london,mapped,London,London,England,GB,United Kingdom,51.5085,-0.1257,Europe/London,GB IN AU NZ ZA PK JM TT BB GY LC VC AG GD KN DM IE LK BD,open-meteo-geocoding,
"Lords, St David's Cricket Club Ground",lords st david s cricket club ground,mapped,Bermuda,Bermuda,,BM,,32.3302,-64.7400,Atlantic/Bermuda,BM NP OM IT,open-meteo-geocoding,
"Los Pinos Polo Club 1, Cundinamarca",los pinos polo club 1 cundinamarca,mapped,Bogota,Bogotá,Bogota D.C.,CO,Colombia,4.6097,-74.0817,America/Bogota,MX PA BR PE,open-meteo-geocoding,country not among the archive's votes
"Los Pinos Polo Club 2, Cundinamarca",los pinos polo club 2 cundinamarca,mapped,Bogota,Bogotá,Bogota D.C.,CO,Colombia,4.6097,-74.0817,America/Bogota,PE PA,open-meteo-geocoding,country not among the archive's votes
Los Reyes Polo Club,los reyes polo club,mapped,Guacima,Guácima,Alajuela Province,CR,Costa Rica,9.9622,-84.2548,America/Costa_Rica,CR MX CL,open-meteo-geocoding,
Louth Cricket Club,louth cricket club,mapped,Louth,Louth,England,GB,United Kingdom,53.3666,-0.0044,Europe/London,GB PK,open-meteo-geocoding,"hand-curated: the ground's city, country pinned"
Lugogo Cricket Oval,lugogo cricket oval,mapped,Kampala,Kampala,Central Region,UG,Uganda,0.3163,32.5822,Africa/Kampala,UG CA OM BW US SG MY NG KE,open-meteo-geocoding,
"Lugogo Cricket Oval, Kampala",lugogo cricket oval kampala,mapped,Kampala,Kampala,Central Region,UG,Uganda,0.3163,32.5822,Africa/Kampala,UG CA HK IT KE SG TZ JE BH BM,open-meteo-geocoding,
M Chinnaswamy Stadium,m chinnaswamy stadium,mapped,Bangalore,Bangalore Town,Sindh,PK,Pakistan,24.8717,67.0839,Asia/Karachi,IN AU GB NZ ZA BD PK IE LK KE CA JM TT BB GY LC VC AG GD KN DM,open-meteo-geocoding,
"M Chinnaswamy Stadium, Bangalore",m chinnaswamy stadium bangalore,mapped,Bengaluru,Bengaluru,Karnataka,IN,India,12.9719,77.5937,Asia/Kolkata,IN ZA GB,open-meteo-geocoding,
"M Chinnaswamy Stadium, Bengaluru",m chinnaswamy stadium bengaluru,mapped,Bengaluru,Bengaluru,Karnataka,IN,India,12.9719,77.5937,Asia/Kolkata,IN LK NZ ZA AU PK GB NL,open-meteo-geocoding,
MA Aziz Stadium,ma aziz stadium,mapped,Chattogram,Chittagong,Chittagong,BD,Bangladesh,22.3384,91.8317,Asia/Dhaka,BD NZ ZW IN,open-meteo-geocoding,
"MA Aziz Stadium, Chittagong",ma aziz stadium chittagong,mapped,Chattogram,Chittagong,Chittagong,BD,Bangladesh,22.3384,91.8317,Asia/Dhaka,BD GB,open-meteo-geocoding,
MA Chidambaram Stadium,ma chidambaram stadium,mapped,Chennai,Chennai,Tamil Nadu,IN,India,13.0878,80.2785,Asia/Kolkata,IN GB AU,open-meteo-geocoding,
"MA Chidambaram Stadium, Chepauk",ma chidambaram stadium chepauk,mapped,Chennai,Chennai,Tamil Nadu,IN,India,13.0878,80.2785,Asia/Kolkata,IN JM TT BB GY LC VC AG GD KN DM GB NZ ZA AU PK KE BD IE,open-meteo-geocoding,
"MA Chidambaram Stadium, Chepauk, Chennai",ma chidambaram stadium chepauk chennai,mapped,Chennai,Chennai,Tamil Nadu,IN,India,13.0878,80.2785,Asia/Kolkata,IN ZA NZ AU BD US PK GB AE NL NA CA ZW,open-meteo-geocoding,
Madhavrao Scindia Cricket Ground,madhavrao scindia cricket ground,mapped,Rajkot,Rajkot,Gujarat,IN,India,22.2916,70.7932,Asia/Kolkata,IN LK GB,open-meteo-geocoding,
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",maharaja yadavindra singh international cricket stadium mullanpur,mapped,Mohali,Mohali,Punjab,IN,India,30.6800,76.7221,Asia/Kolkata,IN,open-meteo-geocoding,
"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",maharaja yadavindra singh international cricket stadium new chandigarh,mapped,Mohali,Mohali,Punjab,IN,India,30.6800,76.7221,Asia/Kolkata,IN AU ZA,open-meteo-geocoding,"hand-curated: the ground's city, country pinned"
Maharani Usharaje Trust Cricket Ground,maharani usharaje trust cricket ground,mapped,Indore,Indore,Madhya Pradesh,IN,India,22.7179,75.8333,Asia/Kolkata,IN GB,open-meteo-geocoding,
Maharashtra Cricket Association Stadium,maharashtra cricket association stadium,mapped,Pune,Pune,Maharashtra,IN,India,18.5196,73.8554,Asia/Kolkata,IN GB AU LK NZ JM TT BB GY LC VC AG GD KN DM ZA,open-meteo-geocoding,
"Maharashtra Cricket Association Stadium, Pune",maharashtra cricket association stadium pune,mapped,Pune,Pune,Maharashtra,IN,India,18.5196,73.8554,Asia/Kolkata,IN BD NZ GB LK ZA NL AU,open-meteo-geocoding,
"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",mahinda rajapaksa international cricket stadium sooriyawewa,mapped,Hambantota,Hambantota,Southern Province,LK,Sri Lanka,6.1241,81.1185,Asia/Colombo,LK ZW PK ZA NZ GB AU IN BD JM TT BB GY LC VC AG GD KN DM CA KE,open-meteo-geocoding,
"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",mahinda rajapaksa international cricket stadium sooriyawewa hambantota,mapped,Hambantota,Hambantota,Southern Province,LK,Sri Lanka,6.1241,81.1185,Asia/Colombo,LK JM TT BB GY LC VC AG GD KN DM PK,open-meteo-geocoding,
Mainpower Oval,mainpower oval,mapped,Rangiora,Rangiora,Canterbury,NZ,New Zealand,-43.3044,172.5836,Pacific/Auckland,NZ,open-meteo-geocoding,
"Mainpower Oval, Rangiora",mainpower oval rangiora,mapped,Rangiora,Rangiora,Canterbury,NZ,New Zealand,-43.3044,172.5836,Pacific/Auckland,NZ,open-meteo-geocoding,
Malahide,malahide,mapped,Dublin,Dublin,Leinster,IE,Ireland,53.3331,-6.2489,Europe/Dublin,IE GB BD NZ,open-meteo-geocoding,
"Malahide, Dublin",malahide dublin,mapped,Dublin,Dublin,Leinster,IE,Ireland,53.3331,-6.2489,Europe/Dublin,IE GB IN,open-meteo-geocoding,
"Malek Cricket Ground, Ajman",malek cricket ground ajman,mapped,Ajman,Ajman,Ajman Emirate,AE,United Arab Emirates,25.4018,55.4788,Asia/Dubai,HK AE,open-meteo-geocoding,
Malkerns Country Club oval,malkerns country club oval,mapped,Malkerns,Malkerns,Manzini Region,SZ,Eswatini,-26.5287,31.1919,Africa/Mbabane,MZ SZ LS,open-meteo-geocoding,
Mangaung Oval,mangaung oval,mapped,Bloemfontein,Bloemfontein,Free State,ZA,South Africa,-29.1211,26.2140,Africa/Johannesburg,ZA BD ZW GB AU,open-meteo-geocoding,
"Mangaung Oval, Bloemfontein",mangaung oval bloemfontein,mapped,Bloemfontein,Bloemfontein,Free State,ZA,South Africa,-29.1211,26.2140,Africa/Johannesburg,ZA GB AU PK,open-meteo-geocoding,
Mannofield Park,mannofield park,mapped,Aberdeen,Aberdeen,Scotland,GB,United Kingdom,57.1437,-2.0981,Europe/London,GB OM PG NL,open-meteo-geocoding,
"Mannofield Park, Aberdeen",mannofield park aberdeen,mapped,Aberdeen,Aberdeen,Scotland,GB,United Kingdom,57.1437,-2.0981,Europe/London,GB AE US,open-meteo-geocoding,
Manuka Oval,manuka oval,mapped,Canberra,Canberra,Australian Capital Territory,AU,Australia,-35.2835,149.1281,Australia/Sydney,AU GB ZA IN PK JM TT BB GY LC VC AG GD KN DM NZ TH LK BD ZW IE,open-meteo-geocoding,
"Manuka Oval, Canberra",manuka oval canberra,mapped,Canberra,Canberra,Australian Capital Territory,AU,Australia,-35.2835,149.1281,Australia/Sydney,AU GB ZA IN LK JM TT BB GY LC VC AG GD KN DM,open-meteo-geocoding,
"Maple Leaf North-East Ground, King City",maple leaf north east ground king city,mapped,King City,King City,Ontario,CA,Canada,43.9286,-79.5269,America/Toronto,CA SG DK QA MY BS BM KY VU,open-meteo-geocoding,
Maple Leaf North-West Ground,maple leaf north west ground,mapped,King City,King City,Ontario,CA,Canada,43.9286,-79.5269,America/Toronto,CA PK LK NL BM KE,open-meteo-geocoding,
"Maple Leaf North-West Ground, King City",maple leaf north west ground king city,mapped,King City,King City,Ontario,CA,Canada,43.9286,-79.5269,America/Toronto,CA NP OM KY BS BM NA US NL SG QA DK VU MY GB,open-meteo-geocoding,
Maple Leaf South-West Ground,maple leaf south west ground,mapped,King City,King City,Ontario,CA,Canada,43.9286,-79.5269,America/Toronto,KE CA,open-meteo-geocoding,
"Mardyke, Cork",mardyke cork,mapped,Cork,Cork,Munster,IE,Ireland,51.8980,-8.4706,Europe/Dublin,IE GB,open-meteo-geocoding,
"Marina Ground, Corfu",marina ground corfu,mapped,Corfu,Corfu,Ionian Islands,GR,Greece,39.5983,19.8523,Europe/Athens,GR ES DE DK BG,open-meteo-geocoding,
Marrara Cricket Ground,marrara cricket ground,mapped,Darwin,Darwin,Northern Territory,AU,Australia,-12.4611,130.8418,Australia/Darwin,AU BD,open-meteo-geocoding,
"Marrara Cricket Ground, Darwin",marrara cricket ground darwin,mapped,Darwin,Darwin,Northern Territory,AU,Australia,-12.4611,130.8418,Australia/Darwin,BD AU,open-meteo-geocoding,
"Marrara Stadium, Darwin",marrara stadium darwin,mapped,Darwin,Darwin,Northern Territory,AU,Australia,-12.4611,130.8418,Australia/Darwin,AU ZA BD,open-meteo-geocoding,
Marsa Sports Club,marsa sports club,mapped,Marsa,Marsa,Il-Marsa,MT,Malta,35.8792,14.4946,Europe/Malta,MT GI RO HU FR LU BG CZ BE AT IM GR EE HR RS,open-meteo-geocoding,
McLean Park,mclean park,mapped,Napier,Napier City,Hawke's Bay Region,NZ,New Zealand,-39.4926,176.9123,Pacific/Auckland,NZ BD IN PK GB ZW AU JM TT BB GY LC VC AG GD KN DM AE LK ZA,open-meteo-geocoding,
"McLean Park, Napier",mclean park napier,mapped,Napier,Napier City,Hawke's Bay Region,NZ,New Zealand,-39.4926,176.9123,Pacific/Auckland,NZ BD IN PK LK JM TT BB GY LC VC AG GD KN DM,open-meteo-geocoding,
"Meersen, Gent",meersen gent,mapped,Ghent,Ghent,Flanders,BE,Belgium,51.0500,3.7167,Europe/Brussels,PT MT IL ES GI BE,open-meteo-geocoding,
Melbourne Cricket Ground,melbourne cricket ground,mapped,Melbourne,Melbourne,Victoria,AU,Australia,-37.8140,144.9633,Australia/Melbourne,AU GB IN LK PK ZA NZ JM TT BB GY LC VC AG GD KN DM ZW BD IE,open-meteo-geocoding,
Mercantile Cricket Association Ground,mercantile cricket association ground,mapped,Colombo,Colombo,Free State,ZA,South Africa,-29.8357,26.5291,Africa/Johannesburg,GB ZW ZA TH LK IE PG,open-meteo-geocoding,
Merchant Taylors' School Ground,merchant taylors school ground,mapped,Northwood,Northwood,England,GB,United Kingdom,51.6116,-0.4245,Europe/London,GB,open-meteo-geocoding,
"Merchant Taylors' School Ground, Northwood",merchant taylors school ground northwood,mapped,Northwood,Northwood,England,GB,United Kingdom,51.6116,-0.4245,Europe/London,GB,open-meteo-geocoding,
Merrion Cricket Club Ground,merrion cricket club ground,mapped,Dublin,Dublin,Leinster,IE,Ireland,53.3331,-6.2489,Europe/Dublin,IE GB CA JP LK NL PK,open-meteo-geocoding,
"Merrion Cricket Club Ground, Dublin",merrion cricket club ground dublin,mapped,Dublin,Dublin,Leinster,IE,Ireland,53.3331,-6.2489,Europe/Dublin,IE GB,open-meteo-geocoding,
"Millfield School, Street",millfield school street,mapped,Street,Street,England,GB,United Kingdom,51.1247,-2.7400,Europe/London,GB,open-meteo-geocoding,
"Mission Road Ground, Mong Kok",mission road ground mong kok,mapped,Hong Kong,Hong Kong,,HK,,22.2783,114.1747,Asia/Hong_Kong,HK PG NL CN GB NP KR JP,open-meteo-geocoding,
"Mission Road Ground, Mong Kok, Hong Kong",mission road ground mong kok hong kong,mapped,Mong Kok,Mong Kok,Yau Tsim Mong District,HK,,22.3194,114.1714,Asia/Hong_Kong,HK CN KW MY NP BH JP NA TH QA PG SG UG IT TZ AE,open-meteo-geocoding,
"Mitchells and Butlers' Ground, Birmingham",mitchells and butlers ground birmingham,mapped,Birmingham,Birmingham,England,GB,United Kingdom,52.4814,-1.8998,Europe/London,GB,open-meteo-geocoding,
"Mladost Cricket Ground, Zagreb",mladost cricket ground zagreb,mapped,Zagreb,Zagreb,City of Zagreb,HR,Croatia,45.8144,15.9780,Europe/Zagreb,HR ES CY,open-meteo-geocoding,
Moara Vlasiei Cricket Ground,moara vlasiei cricket ground,mapped,Moara Vlăsiei,Moara Vlăsiei,Ilfov,RO,Romania,44.6409,26.2062,Europe/Bucharest,BG RO,open-meteo-geocoding,"hand-curated: the ground's city, country pinned"
"Moara Vlasiei Cricket Ground, Ilfov County",moara vlasiei cricket ground ilfov county,mapped,Moara Vlăsiei,Moara Vlăsiei,Ilfov,RO,Romania,44.6409,26.2062,Europe/Bucharest,RO AT MT BG TR HU CZ FR IM BE GR NO IL LU GI GG,open-meteo-geocoding,"hand-curated: the ground's city, country pinned"
Molyneux Park,molyneux park,mapped,Alexandra,Alexandra,Otago,NZ,New Zealand,-45.2484,169.3701,Pacific/Auckland,NZ,open-meteo-geocoding,
"Molyneux Park, Alexandra",molyneux park alexandra,mapped,Alexandra,Alexandra,Otago,NZ,New Zealand,-45.2484,169.3701,Pacific/Auckland,NZ,open-meteo-geocoding,
Mombasa Sports Club Ground,mombasa sports club ground,mapped,Mombasa,Mombasa,Mombasa County,KE,Kenya,-4.0547,39.6636,Africa/Nairobi,KE IE GB,open-meteo-geocoding,"hand-curated: the ground's city, country pinned"
"Moors Sports Club Ground, Colombo",moors sports club ground colombo,mapped,Colombo,Colombo,Western Province,LK,Sri Lanka,6.9355,79.8487,Asia/Colombo,LK,open-meteo-geocoding,
"Moosa Cricket Stadium, Pearland",moosa cricket stadium pearland,mapped,Pearland,Pearland,Texas,US,United States,29.5636,-95.2861,America/Chicago,US AE OM NP GB,open-meteo-geocoding,
Morodok Techo National Stadium,morodok techo national stadium,mapped,Phnom Penh,Phnom Penh,Phnom Penh,KH,Cambodia,11.5625,104.9160,Asia/Phnom_Penh,SG KH,open-meteo-geocoding,
Moses Mabhida Stadium,moses mabhida stadium,mapped,Durban,Durban,KwaZulu-Natal,ZA,South Africa,-29.8579,31.0292,Africa/Johannesburg,ZA IN,open-meteo-geocoding,
Motibaug Cricket Ground,motibaug cricket ground,mapped,Vadodara,Vadodara,Gujarat,IN,India,22.2994,73.2081,Asia/Kolkata,IN,open-meteo-geocoding,"hand-curated: the ground's city, country pinned"
Mulpani Cricket Ground,mulpani cricket ground,mapped,Kathmandu,Kathmandu,Bagmati Province,NP,Nepal,27.7017,85.3206,Asia/Kathmandu,AE HK NP US GB BD IE TH BH KW PG NL ZW NA OM,open-meteo-geocoding,
Multan Cricket Stadium,multan cricket stadium,mapped,Multan,Multan,Punjab,PK,Pakistan,30.1968,71.4782,Asia/Karachi,PK AE JM TT BB GY LC VC AG GD KN DM GB ZA ZW BD NP IN,open-meteo-geocoding,
Myreside,myreside,mapped,Edinburgh,Edinburgh,Scotland,GB,United Kingdom,55.9521,-3.1965,Europe/London,KE OM NL CA,open-meteo-geocoding,country not among the archive's votes
"N'Du Stadium, Noumea, New Caledonia",n du stadium noumea new caledonia,mapped,Noumea,Noumea,South Province,NC,,-22.2741,166.4488,Pacific/Noumea,VU FR WS FJ,open-meteo-geocoding,country not among the archive's votes
Nahar Singh Stadium,nahar singh stadium,mapped,Faridabad,Faridabad,Haryana,IN,India,28.4112,77.3132,Asia/Kolkata,IN GB,open-meteo-geocoding,
"Nahar Singh Stadium, Faridabad",nahar singh stadium faridabad,mapped,Faridabad,Faridabad,Haryana,IN,India,28.4112,77.3132,Asia/Kolkata,NZ AU,open-meteo-geocoding,country not among the archive's votes
"Namibia Cricket Ground, Windhoek",namibia cricket ground windhoek,mapped,Windhoek,Windhoek,Khomas Region,NA,Namibia,-22.5594,17.0832,Africa/Windhoek,NA HK ZW UG NG TZ GB ZA CA OM SL RW KE,open-meteo-geocoding,
Narayanganj Osmani Stadium,narayanganj osmani stadium,mapped,Fatullah,Fatullah,Dhaka Division,BD,Bangladesh,23.6500,90.4900,Asia/Dhaka,BD AU,open-meteo-geocoding,
Narendra Modi Stadium,narendra modi stadium,mapped,Ahmedabad,Ahmedabad,Gujarat,IN,India,23.0258,72.5873,Asia/Kolkata,GB IN,open-meteo-geocoding,
"Narendra Modi Stadium Ground 'A', Motera",narendra modi stadium ground a motera,mapped,Motera,Motera,Chhattisgarh,IN,India,21.4077,81.0400,Asia/Kolkata,IN,open-meteo-geocoding,
"Narendra Modi Stadium, Ahmedabad",narendra modi stadium ahmedabad,mapped,Ahmedabad,Ahmedabad,Gujarat,IN,India,23.0258,72.5873,Asia/Kolkata,IN NZ JM TT BB GY LC VC AG GD KN DM ZA AU GB PK CA NL,open-meteo-geocoding,
"Nassau County International Cricket Stadium, New York",nassau county international cricket stadium new york,mapped,New York,New York,England,GB,United Kingdom,53.0790,-0.1401,Europe/London,ZA IN IE GB CA PK LK NL BD US,open-meteo-geocoding,
National Cricket Stadium,national cricket stadium,mapped,Saint George's,St. George's,Saint George Parish,GD,Grenada,12.0529,-61.7523,America/Grenada,BD JM TT BB GY LC VC AG GD KN DM,open-meteo-geocoding,"hand-curated: the ground's city, country pinned; Grenada's national ground"
"National Cricket Stadium, Grenada",national cricket stadium grenada,mapped,St George's,St George's,Wales,GB,United Kingdom,51.4826,-3.2986,Europe/London,JM TT BB GY LC VC AG GD KN DM GB IE,open-meteo-geocoding,
"National Cricket Stadium, St George's",national cricket stadium st george s,mapped,Grenada,Grenada,,GD,Grenada,12.1167,-61.6667,America/Grenada,JM TT BB GY LC VC AG GD KN DM AU ZW NZ LK BD ZA GB US IE PK,open-meteo-geocoding,
"National Cricket Stadium, St George's, Grenada",national cricket stadium st george s grenada,mapped,St George's,St George's,Wales,GB,United Kingdom,51.4826,-3.2986,Europe/London,JM TT BB GY LC VC AG GD KN DM LK ZA GB AU,open-meteo-geocoding,
"National Sports Academy, Sofia",national sports academy sofia,mapped,Sofia,Sofia,Sofia-Capital,BG,Bulgaria,42.6975,23.3241,Europe/Sofia,RS BG RO GR TR HR,open-meteo-geocoding,
National Stadium,national stadium,mapped,Karachi,Karachi,Sindh,PK,Pakistan,24.8608,67.0104,Asia/Karachi,PK AE LK IN BM US BD JM TT BB GY LC VC AG GD KN DM CA KY ZA ZW HK BS GB NP UG,open-meteo-geocoding,
"National Stadium, Hamilton",national stadium hamilton,mapped,Hamilton,Hamilton,Ontario,CA,Canada,43.2501,-79.8496,America/Toronto,CA BM PA KY,open-meteo-geocoding,
"National Stadium, Karachi",national stadium karachi,mapped,Karachi,Karachi,Sindh,PK,Pakistan,24.8608,67.0104,Asia/Karachi,PK AE JM TT BB GY LC VC AG GD KN DM NZ ZW ZA GB AU BD,open-meteo-geocoding,
"Navy Ground, Welisara",navy ground welisara,mapped,Welisara,Welisara,Western Province,LK,Sri Lanka,7.0281,79.9014,Asia/Colombo,LK,open-meteo-geocoding,
Nehru Stadium,nehru stadium,mapped,Kochi,Kochi,Kerala,IN,India,9.9399,76.2602,Asia/Kolkata,IN AU JM TT BB GY LC VC AG GD KN DM LK PK NZ GB,open-meteo-geocoding,
"Nehru Stadium, Fatorda",nehru stadium fatorda,mapped,Margao,Madgaon,Goa,IN,India,15.2750,73.9579,Asia/Kolkata,IN GB LK,open-meteo-geocoding,
"Nehru Stadium, Poona",nehru stadium poona,mapped,Pune,Pune,Maharashtra,IN,India,18.5196,73.8554,Asia/Kolkata,NZ AU,open-meteo-geocoding,country not among the archive's votes
Nelson Park,nelson park,mapped,Napier,Napier City,Hawke's Bay Region,NZ,New Zealand,-39.4926,176.9123,Pacific/Auckland,NZ,open-meteo-geocoding,"hand-curated: the ground's city, country pinned"
"Nelson Park, Napier",nelson park napier,mapped,Napier,Napier City,Hawke's Bay Region,NZ,New Zealand,-39.4926,176.9123,Pacific/Auckland,NZ,open-meteo-geocoding,
Nevill Ground,nevill ground,mapped,Royal Tunbridge Wells,Royal Tunbridge Wells,England,GB,United Kingdom,51.1332,0.2626,Europe/London,GB,open-meteo-geocoding,"hand-curated: the ground's city, country pinned"
"Nevill Ground, Tunbridge Wells",nevill ground tunbridge wells,mapped,Royal Tunbridge Wells,Royal Tunbridge Wells,England,GB,United Kingdom,51.1332,0.2626,Europe/London,GB,open-meteo-geocoding,"hand-curated: the ground's city, country pinned"
"New Close County Cricket Ground, Newport, Isle-of-Wight",new close county cricket ground newport isle of wight,mapped,Newport,Newport,Wales,GB,United Kingdom,51.5877,-2.9983,Europe/London,GB,open-meteo-geocoding,
"New County Ground, Hove, Brighton",new county ground hove brighton,mapped,Brighton,Brighton,England,GB,United Kingdom,50.8284,-0.1395,Europe/London,GB,open-meteo-geocoding,
